number,name,section,part,account_type
91802,Задолженность_по_кредитам_и_прочим_размещенным_средствам_предоставленным_клиентам_(кроме_межбанковских)_списанная_за_счет_резервов_на_возможные_потери,off_balance_accounts,Задолженность_по_сумме_основного_долга__списанная_из-за_невозможности_взыскания,А
91803,Долги_списанные_в_убыток,off_balance_accounts,Задолженность_по_сумме_основного_долга__списанная_из-за_невозможности_взыскания,А
99998,Счет_для_корреспонденции_с_пассивными_счетами_при_двойной_записи,off_balance_accounts,Задолженность_по_сумме_основного_долга__списанная_из-за_невозможности_взыскания,А
99999,Счет_для_корреспонденции_с_активными_счетами_при_двойной_записи,off_balance_accounts,Задолженность_по_сумме_основного_долга__списанная_из-за_невозможности_взыскания,П
93301,со_сроком_исполнения_на_следующий_день,Г._Срочные_сделки,Требования_по_поставке_денежных_средств,А
93302,со_сроком_исполнения_от_2_до_7_дней,Г._Срочные_сделки,Требования_по_поставке_денежных_средств,А
93303,со_сроком_исполнения_от_8_до_30_дней,Г._Срочные_сделки,Требования_по_поставке_денежных_средств,А
93304,со_сроком_исполнения_от_31_до_90_дней,Г._Срочные_сделки,Требования_по_поставке_денежных_средств,А
93305,со_сроком_исполнения_от_91_дня_и_более,Г._Срочные_сделки,Требования_по_поставке_денежных_средств,А
93306,со_сроком_исполнения_на_следующий_день_от_нерезидентов,Г._Срочные_сделки,Требования_по_поставке_денежных_средств,А
93307,со_сроком_исполнения_от_2_до_7_дней_от_нерезидентов,Г._Срочные_сделки,Требования_по_поставке_денежных_средств,А
93308,со_сроком_исполнения_от_8_до_30_дней_от_нерезидентов,Г._Срочные_сделки,Требования_по_поставке_денежных_средств,А
93309,со_сроком_исполнения_от_31_до_90_дней_от_нерезидентов,Г._Срочные_сделки,Требования_по_поставке_денежных_средств,А
93310,со_сроком_исполнения_от_91_дня_и_более_от_нерезидентов,Г._Срочные_сделки,Требования_по_поставке_денежных_средств,А
93311,со_сроком_исполнения_в_течение_периода_оговоренного_в_договоре,Г._Срочные_сделки,Требования_по_поставке_денежных_средств,А
93312,со_сроком_исполнения_в_течение_периода_оговоренного_в_договоре_от_нерезидентов,Г._Срочные_сделки,Требования_по_поставке_денежных_средств,А
93403,со_сроком_исполнения_от_8_до_30_дней,Г._Срочные_сделки,Требования_по_поставке_драгоценных_металлов,А
93404,со_сроком_исполнения_от_31_до_90_дней,Г._Срочные_сделки,Требования_по_поставке_драгоценных_металлов,А
93405,со_сроком_исполнения_от_91_дня_и_более,Г._Срочные_сделки,Требования_по_поставке_драгоценных_металлов,А
93411,со_сроком_исполнения_в_течение_периода_оговоренного_в_договоре,Г._Срочные_сделки,Требования_по_поставке_драгоценных_металлов,А
93501,со_сроком_исполнения_на_следующий_день,Г._Срочные_сделки,Требования_по_поставке_ценных_бумаг,А
93502,со_сроком_исполнения_от_2_до_7_дней,Г._Срочные_сделки,Требования_по_поставке_ценных_бумаг,А
93506,со_сроком_исполнения_на_следующий_день_от_нерезидентов,Г._Срочные_сделки,Требования_по_поставке_ценных_бумаг,А
93507,со_сроком_исполнения_от_2_до_7_дней_от_нерезидентов,Г._Срочные_сделки,Требования_по_поставке_ценных_бумаг,А
93512,со_сроком_исполнения_в_течение_периода_оговоренного_в_договоре_от_нерезидентов,Г._Срочные_сделки,Требования_по_поставке_ценных_бумаг,А
93901,Требования_по_поставке_денежных_средств,Г._Срочные_сделки,Требования_по_поставке_ценных_бумаг,А
93902,Требования_по_поставке_денежных_средств_от_нерезидентов,Г._Срочные_сделки,Требования_по_поставке_ценных_бумаг,А
94101,Требования_по_поставке_ценных_бумаг,Г._Срочные_сделки,Требования_по_поставке_ценных_бумаг,А
94102,Требования_по_поставке_ценных_бумаг_от_нерезидентов,Г._Срочные_сделки,Требования_по_поставке_ценных_бумаг,А
96301,со_сроком_исполнения_на_следующий_день,Г._Срочные_сделки,Обязательства_по_поставке_денежных_средств,П
96302,со_сроком_исполнения_от_2_до_7_дней,Г._Срочные_сделки,Обязательства_по_поставке_денежных_средств,П
96303,со_сроком_исполнения_от_8_до_30_дней,Г._Срочные_сделки,Обязательства_по_поставке_денежных_средств,П
96304,со_сроком_исполнения_от_31_до_90_дней,Г._Срочные_сделки,Обязательства_по_поставке_денежных_средств,П
96305,со_сроком_исполнения_от_91_дня_и_более,Г._Срочные_сделки,Обязательства_по_поставке_денежных_средств,П
96306,со_сроком_исполнения_на_следующий_день_от_нерезидентов,Г._Срочные_сделки,Обязательства_по_поставке_денежных_средств,П
96307,со_сроком_исполнения_от_2_до_7_дней_от_нерезидентов,Г._Срочные_сделки,Обязательства_по_поставке_денежных_средств,П
96308,со_сроком_исполнения_от_8_до_30_дней_от_нерезидентов,Г._Срочные_сделки,Обязательства_по_поставке_денежных_средств,П
96309,со_сроком_исполнения_от_31_до_90_дней_от_нерезидентов,Г._Срочные_сделки,Обязательства_по_поставке_денежных_средств,П
96310,со_сроком_исполнения_от_91_дня_и_более_от_нерезидентов,Г._Срочные_сделки,Обязательства_по_поставке_денежных_средств,П
96311,со_сроком_исполнения_в_течение_периода_оговоренного_в_договоре,Г._Срочные_сделки,Обязательства_по_поставке_денежных_средств,П
96312,со_сроком_исполнения_в_течение_периода_оговоренного_в_договоре_от_нерезидентов,Г._Срочные_сделки,Обязательства_по_поставке_денежных_средств,П
96408,со_сроком_исполнения_от_8_до_30_дней_от_нерезидентов,Г._Срочные_сделки,Обязательства_по_поставке_драгоценных_металлов,П
96409,со_сроком_исполнения_от_31_до_90_дней_от_нерезидентов,Г._Срочные_сделки,Обязательства_по_поставке_драгоценных_металлов,П
96410,со_сроком_исполнения_от_91_дня_и_более_от_нерезидентов,Г._Срочные_сделки,Обязательства_по_поставке_драгоценных_металлов,П
96411,со_сроком_исполнения_в_течение_периода_оговоренного_в_договоре,Г._Срочные_сделки,Обязательства_по_поставке_драгоценных_металлов,П
96501,со_сроком_исполнения_на_следующий_день,Г._Срочные_сделки,Обязательства_по_поставке_ценных_бумаг,П
96502,со_сроком_исполнения_от_2_до_7_дней,Г._Срочные_сделки,Обязательства_по_поставке_ценных_бумаг,П
96506,со_сроком_исполнения_на_следующий_день_от_нерезидентов,Г._Срочные_сделки,Обязательства_по_поставке_ценных_бумаг,П
96507,со_сроком_исполнения_от_2_до_7_дней_от_нерезидентов,Г._Срочные_сделки,Обязательства_по_поставке_ценных_бумаг,П
96508,со_сроком_исполнения_от_8_до_30_дней_от_нерезидентов,Г._Срочные_сделки,Обязательства_по_поставке_ценных_бумаг,П
96510,со_сроком_исполнения_от_91_дня_и_более_от_нерезидентов,Г._Срочные_сделки,Обязательства_по_поставке_ценных_бумаг,П
96511,со_сроком_исполнения_в_течение_периода_оговоренного_в_договоре,Г._Срочные_сделки,Обязательства_по_поставке_ценных_бумаг,П
96512,со_сроком_исполнения_в_течение_периода_оговоренного_в_договоре_от_нерезидентов,Г._Срочные_сделки,Обязательства_по_поставке_ценных_бумаг,П
96901,Обязательства_по_поставке_денежных_средств,Г._Срочные_сделки,Обязательства_по_поставке_ценных_бумаг,П
96902,Обязательства_по_поставке_денежных_средств_от_нерезидентов,Г._Срочные_сделки,Обязательства_по_поставке_ценных_бумаг,П
97101,Обязательства_по_поставке_ценных_бумаг,Г._Срочные_сделки,Обязательства_по_поставке_ценных_бумаг,П
97102,Обязательства_по_поставке_ценных_бумаг_от_нерезидентов,Г._Срочные_сделки,Обязательства_по_поставке_ценных_бумаг,П
99996,Счет_для_корреспонденции_с_пассивными_счетами_при_двойной_записи,Г._Срочные_сделки,Обязательства_по_поставке_ценных_бумаг,А
99997,Счет_для_корреспонденции_с_активными_счетами_при_двойной_записи,Г._Срочные_сделки,Обязательства_по_поставке_ценных_бумаг,П
98000,Ценные_бумаги_на_хранении_в_депозитарии,custody_accounts,custody_accounts,А
98010,Ценные_бумаги_на_хранении_в_ведущем_депозитарии_(НОСТРО_депо_базовый),custody_accounts,custody_accounts,А
98015,Ценные_бумаги_на_хранении_в_других_депозитариях_(НОСТРО_депо_расчетный),custody_accounts,custody_accounts,А
98020,Ценные_бумаги_в_пути_на_проверке_на_переоформлении,custody_accounts,custody_accounts,А
98030,Недостача_ценных_бумаг,custody_accounts,custody_accounts,А
98035,Ценные_бумаги_изъятые_из_депозитария,custody_accounts,custody_accounts,А
98040,Ценные_бумаги_владельцев,custody_accounts,custody_accounts,П
98050,Ценные_бумаги_принадлежащие_депозитарию,custody_accounts,custody_accounts,П
98053,Ценные_бумаги_клиентов_по_брокерским_договорам,custody_accounts,custody_accounts,П
98055,Ценные_бумаги_в_доверительном_управлении,custody_accounts,custody_accounts,П
98060,Ценные_бумаги_принятые_на_хранение_от_низовых_депозитариев_(ЛОРО_депо_базовый),custody_accounts,custody_accounts,П
98065,Ценные_бумаги_принятые_на_хранение_от_других_депозитариев_(ЛОРО_депо_расчетный),custody_accounts,custody_accounts,П
98070,Ценные_бумаги_обремененные_обязательствами,custody_accounts,custody_accounts,П
98080,Ценные_бумаги_владельцы_которых_не_установлены,custody_accounts,custody_accounts,П
98090,Ценные_бумаги_вне_обращения,custody_accounts,custody_accounts,П
